season,game_id,l2m_events,incorrect_events,mean_sori,max_sori,top_decile_event_sori
2022-23,0022200595,33,1,0.057678122677838235,0.1617011999680107,0.07509887462790402
2022-23,0022200699,26,0,0.057660446079887455,0.1617011999680107,0.08034347551673428
2023-24,0022300018,10,1,0.05760581835345072,0.1617011999680107,0.08237515785311962
2024-25,0022400845,14,0,0.05757835861603807,0.1617011999680107,0.06085737464093379
2021-22,0022100279,14,1,0.05756215457292311,0.1617011999680107,0.1268208256367291
2022-23,0022200225,27,2,0.0573858247572423,0.1617011999680107,0.06110540672810116
2022-23,0022201225,25,0,0.057265208663565347,0.1617011999680107,0.07525823673198535
2022-23,0022200077,15,2,0.05706189552688327,0.1617011999680107,0.11084763439564173
2022-23,0022200714,12,0,0.05671440228632544,0.1617011999680107,0.060278633104209944
2022-23,0022200694,29,2,0.056681163451572765,0.1617011999680107,0.06110540672810116
2021-22,0022101179,10,2,0.056668470766589485,0.1617011999680107,0.07116498605209207
2022-23,0022200923,36,0,0.056507828814394326,0.1617011999680107,0.07356115317368732
2024-25,0022400827,21,0,0.056331201627296344,0.1617011999680107,0.06110540672810116
2020-21,0022000882,15,1,0.056235797410479925,0.1617011999680107,0.06110540672810116
2019-20,0021900612,16,1,0.055964967260194017,0.1617011999680107,0.0677834164698399
2023-24,0022301190,28,1,0.055906974910277,0.1617011999680107,0.06535125572926642
2023-24,0022300623,13,0,0.05552918655352904,0.1617011999680107,0.060278633104209944
2021-22,0022100786,13,1,0.05544406693893197,0.1617011999680107,0.06110540672810116
2021-22,0022101005,21,4,0.055218725105251554,0.1617011999680107,0.06110540672810116
2021-22,0022100108,13,3,0.05494444913738573,0.1617011999680107,0.06094005200332291
2018-19,0021800870,18,3,0.054807643087332755,0.1617011999680107,0.06511221257314441
2022-23,0022200190,13,2,0.05479744530802511,0.1617011999680107,0.07226231600643028
2022-23,0022200764,31,1,0.05472537299125333,0.1617011999680107,0.06110540672810116
2023-24,0022300694,24,2,0.054718569368186004,0.1617011999680107,0.07501919357586334
2024-25,0022401221,20,1,0.054614273053924675,0.1617011999680107,0.06110540672810116
2024-25,0022400158,30,2,0.05440459627961399,0.1617011999680107,0.06252068972848959
2022-23,0022201164,24,2,0.05423372516852495,0.1617011999680107,0.07045462036653538
2024-25,0022400408,16,0,0.054208149836178596,0.1617011999680107,0.06776843491809764
2024-25,0022401184,14,0,0.054079467213277145,0.1617011999680107,0.06085737464093379
2024-25,0022401139,13,0,0.05398174610335144,0.1617011999680107,0.07226231600643028
2021-22,0022100253,35,3,0.053838115075384975,0.1617011999680107,0.07525823673198535
2022-23,0022200573,24,0,0.05359237811490173,0.1617011999680107,0.06085737464093379
2018-19,0021800956,24,2,0.053439940023776465,0.1617011999680107,0.06110540672810116
2021-22,0022100860,34,4,0.05343230688090628,0.1617011999680107,0.06110540672810116
2023-24,0022300326,25,2,0.05334244118278414,0.1617011999680107,0.07446142621157864
2024-25,0022400335,19,0,0.05317621055221936,0.1617011999680107,0.06110540672810116
2019-20,0021900718,15,0,0.05307407959345278,0.1617011999680107,0.060278633104209944
2022-23,0022200903,15,1,0.052870136798745436,0.1617011999680107,0.06110540672810116
2018-19,0021801102,22,1,0.052781932729744935,0.1617011999680107,0.06110540672810116
2022-23,0022200771,25,1,0.052771165312706696,0.1617011999680107,0.060774697278544676
2019-20,0021901296,21,0,0.05264714936933376,0.1617011999680107,0.06110540672810116
2019-20,0021900430,21,2,0.05262061789345186,0.1617011999680107,0.06110540672810116
2020-21,0022000252,21,0,0.05262061789345186,0.1617011999680107,0.06110540672810116
2023-24,0022300907,19,0,0.05244143231078444,0.1617011999680107,0.07713496686802049
2024-25,0022400907,30,2,0.052368760780166154,0.1617011999680107,0.07525823673198535
2020-21,0022000364,11,2,0.05231362436812354,0.1617011999680107,0.060278633104209944
2021-22,0022100992,18,0,0.05194794751105408,0.1617011999680107,0.06110540672810116
2024-25,0022400172,13,1,0.051773540748226085,0.1617011999680107,0.060278633104209944
2021-22,0022100560,16,0,0.05174115962073472,0.1617011999680107,0.060278633104209944
2019-20,0021900227,16,2,0.05170174120830539,0.1617011999680107,0.08445552562410184
2023-24,0022300179,35,4,0.051304259546295056,0.1617011999680107,0.06110540672810116
2022-23,0022200512,58,1,0.05117984962834642,0.1617011999680107,0.06511221257314447
2021-22,0022100747,17,1,0.05085127769650177,0.1617011999680107,0.06060934255376643
2024-25,0022400943,19,0,0.050772468451891595,0.1617011999680107,0.06044398782898819
2020-21,0022000028,26,1,0.05036440826070876,0.1617011999680107,0.07446142621157864
2019-20,0021900290,25,2,0.05020315217983534,0.1617011999680107,0.060774697278544676
2019-20,0021900592,29,2,0.050058596829227406,0.1617011999680107,0.06377661062479664
2023-24,0022300621,13,0,0.050004327152744645,0.1617011999680107,0.06110540672810116
2022-23,0022200630,41,7,0.049663027730011466,0.1617011999680107,0.06110540672810116
