predicted_probability,observed_proportion
0.050085410792605124,0.03068971087061864
0.1449015530014247,0.11013215859030837
0.24530228377301788,0.21875
0.35500714339291684,0.3577981651376147
0.4302860846764786,0.3617021276595745
0.525325044841428,1.0
