game_id,event_num,season,season_type,period,game_clock,description,original_ruling,final_ruling,overturned,crew_chief_id,challenging_team,event_msg_type,challenge_action_number,challenge_action_clock,challenge_action_person_id,resolution_method,challenged_action_number,challenged_period,challenged_clock,challenged_action_type,challenged_action_subtype,challenged_description,challenge_raw_type,taxonomy_category,taxonomy_label,mapping_note
0021900007,730,2019-20,Regular Season,4,PT04M57.00S,Instant Replay4th Period (10:02 PM EST) Instant Replay Coach Challenge Ruling Stands,challenged,upheld,0,101284.0,,,730,PT04M57.00S,713,person_id_action_number,713,4,PT04M57.00S,Foul,Shooting,Silva S.FOUL (P4.PN) (K.Lane),Foul: Shooting,ordinary_contact_foul,Ordinary contact foul,Mapped from challenged action type and subtype.
0021900008,390,2019-20,Regular Season,3,PT11M16.00S,Instant Replay3rd Period (9:07 PM EST) Instant Replay Coach Challenge Ruling Stands,challenged,upheld,0,2882.0,,,390,PT11M16.00S,386,person_id_action_number,386,3,PT11M16.00S,Foul,Personal,Embiid P.FOUL (P2.T1) (S.Wright),Foul: Personal,ordinary_contact_foul,Ordinary contact foul,Mapped from challenged action type and subtype.
0021900012,386,2019-20,Regular Season,3,PT10M03.00S,Instant Replay3rd Period (11:30 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,1194.0,,,386,PT10M03.00S,383,previous_play,379,3,PT10M04.00S,Foul,Personal,Fox P.FOUL (P4.T1) (J.Butler),Foul: Personal,ordinary_contact_foul,Ordinary contact foul,Mapped from challenged action type and subtype.
0021900015,77,2019-20,Regular Season,1,PT07M24.00S,Instant Replay1st Period (8:15 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,2005.0,,,77,PT07M24.00S,74,previous_same_clock,99,1,PT07M24.00S,Turnover,Offensive Foul Turnover,Antetokounmpo Offensive Foul Turnover (P1.T2),Turnover: Offensive Foul Turnover,ordinary_contact_foul,Ordinary contact foul,Mapped from challenged action type and subtype.
0021900015,161,2019-20,Regular Season,1,PT02M11.00S,Instant Replay1st Period (8:28 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,2005.0,,,161,PT02M11.00S,158,previous_same_clock,189,1,PT02M11.00S,Rebound,Unknown,Bucks Rebound,Rebound,possession_boundary_adjudication,Possession/boundary adjudication,Rebound-linked challenges usually adjudicate possession or boundary state.
0021900017,353,2019-20,Regular Season,2,PT00M00.30S,Instant Replay2nd Period (8:08 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,2530.0,,,353,PT00M00.30S,350,previous_play,348,2,PT00M01.50S,Foul,Personal Take,Wanamaker Personal Take Foul (P2.T4) (E.Malloy),Foul: Personal Take,ordinary_contact_foul,Ordinary contact foul,Mapped from challenged action type and subtype.
0021900017,666,2019-20,Regular Season,4,PT01M31.00S,Instant Replay4th Period (9:22 PM EST) Instant Replay Coach Challenge Ruling Stands,challenged,upheld,0,2530.0,,,666,PT01M31.00S,662,person_id_action_number,662,4,PT01M31.00S,Foul,Offensive Charge,Anunoby Offensive Charge Foul (P5.T3) (E.Malloy),Foul: Offensive Charge,ordinary_contact_foul,Ordinary contact foul,Mapped from challenged action type and subtype.
0021900024,629,2019-20,Regular Season,4,PT03M19.00S,Instant Replay4th Period (12:20 AM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,1628159.0,,,629,PT03M19.00S,682,previous_same_clock,681,4,PT03M19.00S,Rebound,Unknown,Bazemore REBOUND (Off:0 Def:7),Rebound,possession_boundary_adjudication,Possession/boundary adjudication,Rebound-linked challenges usually adjudicate possession or boundary state.
0021900026,637,2019-20,Regular Season,4,PT05M54.00S,Instant Replay4th Period (7:11 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,1627964.0,,,637,PT05M54.00S,638,previous_same_clock,635,4,PT05M54.00S,Rebound,Unknown,BUCKS Rebound,Rebound,possession_boundary_adjudication,Possession/boundary adjudication,Rebound-linked challenges usually adjudicate possession or boundary state.
0021900029,484,2019-20,Regular Season,3,PT06M17.00S,Instant Replay3rd Period (9:14 PM EST) Instant Replay Coach Challenge Ruling Stands,challenged,upheld,0,1627541.0,,,484,PT06M17.00S,481,person_id_action_number,481,3,PT06M17.00S,Foul,Personal,Hayward P.FOUL (P4.T4) (N.Sago),Foul: Personal,ordinary_contact_foul,Ordinary contact foul,Mapped from challenged action type and subtype.
0021900033,633,2019-20,Regular Season,4,PT03M17.00S,Instant Replay4th Period (10:43 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,2529.0,,,633,PT03M17.00S,630,person_id_action_number,630,4,PT03M17.00S,Foul,Offensive,Aldridge OFF.Foul (P3) (M.Kogut),Foul: Offensive,ordinary_contact_foul,Ordinary contact foul,Mapped from challenged action type and subtype.
0021900034,257,2019-20,Regular Season,2,PT04M00.00S,Instant Replay2nd Period (9:57 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,101283.0,,,257,PT04M00.00S,255,previous_same_clock,301,2,PT04M00.00S,Rebound,Unknown,Kings Rebound,Rebound,possession_boundary_adjudication,Possession/boundary adjudication,Rebound-linked challenges usually adjudicate possession or boundary state.
0021900038,685,2019-20,Regular Season,4,PT00M08.40S,Instant Replay4th Period (9:33 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,201638.0,,,685,PT00M08.40S,682,previous_play,700,4,PT00M09.40S,Rebound,Unknown,Trail Blazers Rebound,Rebound,possession_boundary_adjudication,Possession/boundary adjudication,Rebound-linked challenges usually adjudicate possession or boundary state.
0021900040,309,2019-20,Regular Season,2,PT02M59.00S,Instant Replay2nd Period (10:34 PM EST) Instant Replay Coach Challenge Ruling Stands,challenged,upheld,0,201639.0,,,309,PT02M59.00S,304,person_id_action_number,304,2,PT02M59.00S,Foul,Offensive,Davis OFF.Foul (P1) (J.Goble),Foul: Offensive,ordinary_contact_foul,Ordinary contact foul,Mapped from challenged action type and subtype.
0021900041,306,2019-20,Regular Season,2,PT00M36.50S,Instant Replay2nd Period (8:01 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,2530.0,,,306,PT00M36.50S,303,previous_play,329,2,PT00M38.30S,Rebound,Unknown,Pacers Rebound,Rebound,possession_boundary_adjudication,Possession/boundary adjudication,Rebound-linked challenges usually adjudicate possession or boundary state.
0021900043,491,2019-20,Regular Season,3,PT06M30.00S,Instant Replay3rd Period (9:16 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,1198.0,,,491,PT06M30.00S,488,previous_play,486,3,PT06M45.00S,Made Shot,Dunk Shot,Fernando 1' Dunk (11 PTS) (Young 7 AST),Unknown,unknown_or_unmapped,Unknown or unmapped,Shot/free-throw linked challenge lacks enough text to infer the challenged ruling.
0021900047,445,2019-20,Regular Season,3,PT08M16.00S,Instant Replay3rd Period (9:36 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,2003.0,,,445,PT08M16.00S,442,previous_play,441,3,PT08M17.00S,Rebound,Unknown,Ingram REBOUND (Off:3 Def:4),Rebound,possession_boundary_adjudication,Possession/boundary adjudication,Rebound-linked challenges usually adjudicate possession or boundary state.
0021900050,351,2019-20,Regular Season,3,PT10M47.00S,Instant Replay3rd Period (11:21 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,2714.0,,,351,PT10M47.00S,348,previous_same_clock,370,3,PT10M47.00S,Rebound,Unknown,Nuggets Rebound,Rebound,possession_boundary_adjudication,Possession/boundary adjudication,Rebound-linked challenges usually adjudicate possession or boundary state.
0021900055,446,2019-20,Regular Season,3,PT03M14.00S,Instant Replay3rd Period (8:44 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,2002.0,,,446,PT03M14.00S,443,previous_same_clock,480,3,PT03M14.00S,Rebound,Unknown,CAVALIERS Rebound,Rebound,possession_boundary_adjudication,Possession/boundary adjudication,Rebound-linked challenges usually adjudicate possession or boundary state.
0021900057,650,2019-20,Regular Season,4,PT06M01.00S,Instant Replay4th Period (9:17 PM EST) Instant Replay Coach Challenge Ruling Stands,challenged,upheld,0,203591.0,,,650,PT06M01.00S,647,person_id_action_number,647,4,PT06M01.00S,Foul,Offensive Charge,Harris Offensive Charge Foul (P5.PN) (S.Twardoski),Foul: Offensive Charge,ordinary_contact_foul,Ordinary contact foul,Mapped from challenged action type and subtype.
0021900059,334,2019-20,Regular Season,2,PT00M29.90S,Instant Replay2nd Period (8:38 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,1194.0,,,334,PT00M29.90S,331,person_id_action_number,331,2,PT00M29.90S,Foul,Offensive Charge,Lamb Offensive Charge Foul (P3) (B.Spooner),Foul: Offensive Charge,ordinary_contact_foul,Ordinary contact foul,Mapped from challenged action type and subtype.
0021900059,550,2019-20,Regular Season,4,PT10M20.00S,Instant Replay4th Period (9:30 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,1194.0,,,550,PT10M20.00S,548,previous_same_clock,547,4,PT10M20.00S,Rebound,Unknown,Pacers Rebound,Rebound,possession_boundary_adjudication,Possession/boundary adjudication,Rebound-linked challenges usually adjudicate possession or boundary state.
0021900061,274,2019-20,Regular Season,2,PT06M15.00S,Instant Replay2nd Period (9:02 PM EST) Instant Replay Coach Challenge Ruling Stands,challenged,upheld,0,1148.0,,,274,PT06M15.00S,271,person_id_action_number,271,2,PT06M15.00S,Foul,Personal,Bertans P.FOUL (P3.T3) (J.Goldenberg),Foul: Personal,ordinary_contact_foul,Ordinary contact foul,Mapped from challenged action type and subtype.
0021900061,721,2019-20,Regular Season,4,PT00M08.10S,Instant Replay4th Period (10:37 PM EST) Instant Replay Coach Challenge Ruling Stands,challenged,upheld,0,1148.0,,,721,PT00M08.10S,718,person_id_action_number,718,4,PT00M07.70S,Foul,Shooting,Tucker S.FOUL (P5.PN) (J.Capers),Foul: Shooting,ordinary_contact_foul,Ordinary contact foul,Mapped from challenged action type and subtype.
0021900065,649,2019-20,Regular Season,4,PT03M32.00S,Instant Replay4th Period (12:46 AM EST) Instant Replay Coach Challenge Ruling Stands,challenged,upheld,0,202007.0,,,649,PT03M32.00S,647,person_id_action_number,647,4,PT03M32.00S,Turnover,Out of Bounds - Bad Pass Turnover,Spellman Out of Bounds - Bad Pass Turnover Turnover (P3.T17),Turnover: Out of Bounds - Bad Pass Turnover,possession_boundary_adjudication,Possession/boundary adjudication,Mapped from challenged action type and subtype.
0021900066,303,2019-20,Regular Season,2,PT03M21.00S,Instant Replay2nd Period (8:08 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,1146.0,,,303,PT03M21.00S,299,person_id_action_number,299,2,PT03M21.00S,Foul,Shooting,Wallace S.FOUL (P1.T1) (T.Brothers),Foul: Shooting,ordinary_contact_foul,Ordinary contact foul,Mapped from challenged action type and subtype.
0021900072,590,2019-20,Regular Season,4,PT03M36.00S,Instant Replay4th Period (9:38 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,201640.0,,,590,PT03M36.00S,591,previous_play,586,4,PT03M55.00S,Made Shot,Jump Shot,Morris Sr. 24' 3PT Jump Shot (19 PTS) (Knox II 2 AST),Unknown,unknown_or_unmapped,Unknown or unmapped,Shot/free-throw linked challenge lacks enough text to infer the challenged ruling.
0021900079,254,2019-20,Regular Season,2,PT04M19.00S,Instant Replay2nd Period (7:56 PM EST) Instant Replay Coach Challenge Ruling Stands,challenged,upheld,0,200833.0,,,254,PT04M19.00S,251,person_id_action_number,251,2,PT04M19.00S,Foul,Shooting,Vucevic S.FOUL (P1.PN) (B.Forte),Foul: Shooting,ordinary_contact_foul,Ordinary contact foul,Mapped from challenged action type and subtype.
0021900084,662,2019-20,Regular Season,4,PT00M10.10S,Instant Replay4th Period (12:17 AM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,202027.0,,,662,PT00M10.10S,659,person_id_action_number,659,4,PT00M10.10S,Foul,Personal,Hezonja P.FOUL (P4.PN) (J.Goble),Foul: Personal,ordinary_contact_foul,Ordinary contact foul,Mapped from challenged action type and subtype.
0021900085,537,2019-20,Regular Season,4,PT10M37.00S,Instant Replay4th Period (6:50 PM EST) Instant Replay Coach Challenge Ruling Stands,challenged,upheld,0,2882.0,,,537,PT10M37.00S,534,person_id_action_number,534,4,PT10M37.00S,Foul,Personal,A. Holiday P.FOUL (P1.T3) (S.Wright),Foul: Personal,ordinary_contact_foul,Ordinary contact foul,Mapped from challenged action type and subtype.
0021900087,235,2019-20,Regular Season,2,PT06M34.00S,Instant Replay2nd Period (6:57 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,1830.0,,,235,PT06M34.00S,233,previous_same_clock,237,2,PT06M34.00S,Turnover,Offensive Foul Turnover,Holmes Offensive Foul Turnover (P1.T5),Turnover: Offensive Foul Turnover,ordinary_contact_foul,Ordinary contact foul,Mapped from challenged action type and subtype.
0021900090,638,2019-20,Regular Season,4,PT03M04.00S,Instant Replay4th Period (11:18 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,2715.0,,,638,PT03M04.00S,634,previous_play,633,4,PT03M15.00S,Made Shot,Tip Layup Shot,Harrell 1' Tip Layup Shot (16 PTS),Unknown,unknown_or_unmapped,Unknown or unmapped,Shot/free-throw linked challenge lacks enough text to infer the challenged ruling.
0021900091,381,2019-20,Regular Season,3,PT09M44.00S,Instant Replay3rd Period (8:33 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,2529.0,,,381,PT09M44.00S,378,previous_same_clock,411,3,PT09M44.00S,Rebound,Unknown,WIZARDS Rebound,Rebound,possession_boundary_adjudication,Possession/boundary adjudication,Rebound-linked challenges usually adjudicate possession or boundary state.
0021900093,686,2019-20,Regular Season,4,PT02M17.00S,Instant Replay4th Period (10:13 PM EST) Instant Replay Coach Challenge Ruling Stands,challenged,upheld,0,101283.0,,,686,PT02M17.00S,683,person_id_action_number,683,4,PT02M17.00S,Foul,Shooting,McLemore S.FOUL (P2.PN) (B.Forte),Foul: Shooting,ordinary_contact_foul,Ordinary contact foul,Mapped from challenged action type and subtype.
0021900094,364,2019-20,Regular Season,2,PT00M00.20S,Instant Replay2nd Period (10:01 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,201640.0,,,364,PT00M00.20S,359,person_id_action_number,359,2,PT00M00.20S,Foul,Shooting,Bell S.FOUL (P1.PN) (B.Nansel),Foul: Shooting,ordinary_contact_foul,Ordinary contact foul,Mapped from challenged action type and subtype.
0021900095,667,2019-20,Regular Season,4,PT02M33.00S,Instant Replay4th Period (11:19 PM EST) Instant Replay Coach Challenge Ruling Stands,challenged,upheld,0,1199.0,,,667,PT02M33.00S,664,person_id_action_number,664,4,PT02M33.00S,Foul,Personal,Booker P.FOUL (P5.PN) (C.Kirkland),Foul: Personal,ordinary_contact_foul,Ordinary contact foul,Mapped from challenged action type and subtype.
0021900103,542,2019-20,Regular Season,4,PT06M36.00S,Instant Replay4th Period (9:05 PM EST) Instant Replay Coach Challenge Ruling Stands,challenged,upheld,0,1628953.0,,,542,PT06M36.00S,539,person_id_action_number,539,4,PT06M36.00S,Foul,Shooting,Knox II S.FOUL (P1.T3) (B.Barnaky),Foul: Shooting,ordinary_contact_foul,Ordinary contact foul,Mapped from challenged action type and subtype.
0021900107,572,2019-20,Regular Season,4,PT08M10.00S,Instant Replay4th Period (9:42 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,1830.0,,,572,PT08M10.00S,569,previous_same_clock,651,4,PT08M10.00S,Rebound,Unknown,Warriors Rebound,Rebound,possession_boundary_adjudication,Possession/boundary adjudication,Rebound-linked challenges usually adjudicate possession or boundary state.
0021900109,395,2019-20,Regular Season,3,PT08M30.00S,Instant Replay3rd Period (10:03 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,204059.0,,,395,PT08M30.00S,393,previous_play,391,3,PT08M36.00S,Made Shot,Running Dunk Shot,Isaac 2' Running Dunk (6 PTS),Unknown,unknown_or_unmapped,Unknown or unmapped,Shot/free-throw linked challenge lacks enough text to infer the challenged ruling.
0021900116,222,2019-20,Regular Season,2,PT08M06.00S,Instant Replay2nd Period (7:48 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,204059.0,,,222,PT08M06.00S,214,previous_same_clock,213,2,PT08M06.00S,Rebound,Unknown,Pistons Rebound,Rebound,possession_boundary_adjudication,Possession/boundary adjudication,Rebound-linked challenges usually adjudicate possession or boundary state.
0021900117,64,2019-20,Regular Season,1,PT06M52.00S,Instant Replay1st Period (7:19 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,1151.0,,,64,PT06M52.00S,62,previous_same_clock,67,1,PT06M52.00S,Rebound,Unknown,Vucevic REBOUND (Off:1 Def:2),Rebound,possession_boundary_adjudication,Possession/boundary adjudication,Rebound-linked challenges usually adjudicate possession or boundary state.
0021900118,591,2019-20,Regular Season,4,PT06M02.00S,Instant Replay4th Period (9:14 PM EST) Instant Replay Coach Challenge Ruling Stands,challenged,upheld,0,203592.0,,,591,PT06M02.00S,581,previous_same_clock,580,4,PT06M02.00S,Rebound,Unknown,WIZARDS Rebound,Rebound,possession_boundary_adjudication,Possession/boundary adjudication,Rebound-linked challenges usually adjudicate possession or boundary state.
0021900120,581,2019-20,Regular Season,4,PT10M36.00S,Instant Replay4th Period (9:59 PM EST) Instant Replay Coach Challenge Ruling Stands,challenged,upheld,0,202027.0,,,581,PT10M36.00S,578,person_id_action_number,578,4,PT10M36.00S,Foul,Loose Ball,Lee L.B.FOUL (P2.T1) (J.Butler),Foul: Loose Ball,continuous_off_ball_monitoring,Continuous off-ball monitoring,Mapped from challenged action type and subtype.
0021900120,842,2019-20,Regular Season,5,PT00M09.30S,Instant Replay1st OT (10:49 PM EST) Instant Replay Coach Challenge Ruling Stands,challenged,upheld,0,202027.0,,,842,PT00M09.30S,838,person_id_action_number,838,5,PT00M09.30S,Foul,Personal Take,Okogie Personal Take Foul (P5.T2) (T.Brothers),Foul: Personal Take,ordinary_contact_foul,Ordinary contact foul,Mapped from challenged action type and subtype.
0021900121,615,2019-20,Regular Season,4,PT06M22.00S,Instant Replay4th Period (10:09 PM EST) Instant Replay Coach Challenge Ruling Stands,challenged,upheld,0,101283.0,,,615,PT06M22.00S,611,person_id_action_number,611,4,PT06M22.00S,Foul,Shooting,Hart S.FOUL (P2.PN) (B.Forte),Foul: Shooting,ordinary_contact_foul,Ordinary contact foul,Mapped from challenged action type and subtype.
0021900122,283,2019-20,Regular Season,2,PT04M24.00S,Instant Replay2nd Period (9:26 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,2714.0,,,283,PT04M24.00S,281,previous_same_clock,291,2,PT04M24.00S,Rebound,Unknown,MAVERICKS Rebound,Rebound,possession_boundary_adjudication,Possession/boundary adjudication,Rebound-linked challenges usually adjudicate possession or boundary state.
0021900122,311,2019-20,Regular Season,2,PT03M10.00S,Instant Replay2nd Period (9:32 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,2714.0,,,311,PT03M10.00S,307,previous_same_clock,312,2,PT03M10.00S,Foul,Personal,Kleber P.FOUL (P1.PN) (C.Blair),Foul: Personal,ordinary_contact_foul,Ordinary contact foul,Mapped from challenged action type and subtype.
0021900123,606,2019-20,Regular Season,4,PT04M21.00S,Instant Replay4th Period (11:03 PM EST) Instant Replay Coach Challenge Ruling Stands,challenged,upheld,0,2530.0,,,606,PT04M21.00S,604,person_id_action_number,604,4,PT04M21.00S,Foul,Personal,Jokic P.FOUL (P4.T2) (E.Malloy),Foul: Personal,ordinary_contact_foul,Ordinary contact foul,Mapped from challenged action type and subtype.
0021900125,645,2019-20,Regular Season,4,PT03M29.00S,Instant Replay4th Period (12:17 AM EST) Instant Replay Coach Challenge Ruling Stands,challenged,upheld,0,2534.0,,,645,PT03M29.00S,641,person_id_action_number,641,4,PT03M29.00S,Foul,Shooting,Little S.FOUL (P3.PN) (S.Twardoski),Foul: Shooting,ordinary_contact_foul,Ordinary contact foul,Mapped from challenged action type and subtype.
0021900127,555,2019-20,Regular Season,3,PT00M07.00S,Instant Replay3rd Period (6:56 PM EST) Instant Replay Coach Challenge Ruling Stands,challenged,upheld,0,2882.0,,,555,PT00M07.00S,549,person_id_action_number,549,3,PT00M07.00S,Foul,Offensive,Williams OFF.Foul (P3) (S.Wright),Foul: Offensive,ordinary_contact_foul,Ordinary contact foul,Mapped from challenged action type and subtype.
0021900131,589,2019-20,Regular Season,4,PT01M16.00S,Instant Replay4th Period (10:11 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,1148.0,,,589,PT01M16.00S,585,person_id_action_number,585,4,PT01M16.00S,Foul,Personal,Burks P.FOUL (P3.PN) (J.Capers),Foul: Personal,ordinary_contact_foul,Ordinary contact foul,Mapped from challenged action type and subtype.
0021900138,655,2019-20,Regular Season,4,PT04M07.00S,Instant Replay4th Period (11:10 PM EST) Instant Replay Coach Challenge Ruling Stands,challenged,upheld,0,2530.0,,,655,PT04M07.00S,651,person_id_action_number,651,4,PT04M07.00S,Foul,Personal,Bembry P.FOUL (P3.PN) (M.Boland),Foul: Personal,ordinary_contact_foul,Ordinary contact foul,Mapped from challenged action type and subtype.
0021900138,707,2019-20,Regular Season,4,PT01M09.00S,Instant Replay4th Period (11:23 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,2530.0,,,707,PT01M09.00S,703,previous_same_clock,709,4,PT01M09.00S,Turnover,Bad Pass,Young Bad Pass Turnover (P6.T15),Turnover: Bad Pass,possession_boundary_adjudication,Possession/boundary adjudication,Mapped from challenged action type and subtype.
0021900139,345,2019-20,Regular Season,3,PT11M39.00S,Instant Replay3rd Period (10:54 PM EST) Instant Replay Coach Challenge Ruling Stands,challenged,upheld,0,2534.0,,,345,PT11M39.00S,341,person_id_action_number,341,3,PT11M39.00S,Foul,Shooting,Green S.FOUL (P1.T1) (L.Richardson),Foul: Shooting,ordinary_contact_foul,Ordinary contact foul,Mapped from challenged action type and subtype.
0021900139,391,2019-20,Regular Season,3,PT07M36.00S,Instant Replay3rd Period (11:05 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,2534.0,,,391,PT07M36.00S,388,previous_same_clock,447,3,PT07M36.00S,Rebound,Unknown,LAKERS Rebound,Rebound,possession_boundary_adjudication,Possession/boundary adjudication,Rebound-linked challenges usually adjudicate possession or boundary state.
0021900140,529,2019-20,Regular Season,4,PT11M31.00S,Instant Replay4th Period (8:56 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,2529.0,,,529,PT11M31.00S,525,previous_same_clock,554,4,PT11M31.00S,Foul,Shooting,Covington S.FOUL (P3.T1) (T.Brown),Foul: Shooting,ordinary_contact_foul,Ordinary contact foul,Mapped from challenged action type and subtype.
0021900142,582,2019-20,Regular Season,4,PT08M11.00S,Instant Replay4th Period (10:05 PM EST) Instant Replay Coach Challenge Ruling Stands,challenged,upheld,0,202056.0,,,582,PT08M11.00S,579,person_id_action_number,579,4,PT08M11.00S,Foul,Shooting,McLemore S.FOUL (P1.T4) (C.Washington),Foul: Shooting,ordinary_contact_foul,Ordinary contact foul,Mapped from challenged action type and subtype.
0021900143,656,2019-20,Regular Season,4,PT00M09.40S,Instant Replay4th Period (9:52 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,202041.0,,,656,PT00M09.40S,653,previous_same_clock,678,4,PT00M09.40S,Rebound,Unknown,SPURS Rebound,Rebound,possession_boundary_adjudication,Possession/boundary adjudication,Rebound-linked challenges usually adjudicate possession or boundary state.
0021900146,509,2019-20,Regular Season,4,PT09M44.00S,Instant Replay4th Period (8:52 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,1627964.0,,,509,PT09M44.00S,506,previous_same_clock,510,4,PT09M44.00S,Rebound,Unknown,Thunder Rebound,Rebound,possession_boundary_adjudication,Possession/boundary adjudication,Rebound-linked challenges usually adjudicate possession or boundary state.
0021900148,609,2019-20,Regular Season,4,PT07M18.00S,Instant Replay4th Period (9:39 PM EST) Instant Replay Coach Challenge Ruling Stands,challenged,upheld,0,202007.0,,,609,PT07M18.00S,606,person_id_action_number,606,4,PT07M18.00S,Foul,Shooting,Maker S.FOUL (P1.T4) (N.Buchert),Foul: Shooting,ordinary_contact_foul,Ordinary contact foul,Mapped from challenged action type and subtype.
0021900152,677,2019-20,Regular Season,4,PT00M16.80S,Instant Replay4th Period (11:29 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,1627541.0,,,677,PT00M16.80S,673,previous_same_clock,698,4,PT00M16.80S,Rebound,Unknown,Nets Rebound,Rebound,possession_boundary_adjudication,Possession/boundary adjudication,Rebound-linked challenges usually adjudicate possession or boundary state.
0021900156,256,2019-20,Regular Season,2,PT06M29.00S,Instant Replay2nd Period (8:24 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,202027.0,,,256,PT06M29.00S,248,previous_same_clock,260,2,PT06M29.00S,Foul,Shooting,Wagner S.FOUL (P2.T4) (B.Barnaky),Foul: Shooting,ordinary_contact_foul,Ordinary contact foul,Mapped from challenged action type and subtype.
0021900157,216,2019-20,Regular Season,2,PT09M50.00S,Instant Replay2nd Period (8:22 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,2529.0,,,216,PT09M50.00S,212,previous_play,211,2,PT09M54.00S,Rebound,Unknown,Capela REBOUND (Off:1 Def:7),Rebound,possession_boundary_adjudication,Possession/boundary adjudication,Rebound-linked challenges usually adjudicate possession or boundary state.
0021900158,578,2019-20,Regular Season,4,PT09M33.00S,Instant Replay4th Period (10:02 PM EST) Instant Replay Coach Challenge Ruling Stands,challenged,upheld,0,200834.0,,,578,PT09M33.00S,574,person_id_action_number,574,4,PT09M33.00S,Foul,Shooting,Aldridge S.FOUL (P3.T3) (M.Lindsay),Foul: Shooting,ordinary_contact_foul,Ordinary contact foul,Mapped from challenged action type and subtype.
0021900159,432,2019-20,Regular Season,3,PT05M02.00S,Instant Replay3rd Period (11:48 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,2530.0,,,432,PT05M02.00S,429,previous_same_clock,428,3,PT05M02.00S,Rebound,Unknown,LAKERS Rebound,Rebound,possession_boundary_adjudication,Possession/boundary adjudication,Rebound-linked challenges usually adjudicate possession or boundary state.
0021900162,558,2019-20,Regular Season,4,PT08M36.00S,Instant Replay4th Period (10:13 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,2002.0,,,558,PT08M36.00S,555,previous_same_clock,574,4,PT08M36.00S,Rebound,Unknown,KNICKS Rebound,Rebound,possession_boundary_adjudication,Possession/boundary adjudication,Rebound-linked challenges usually adjudicate possession or boundary state.
0021900169,602,2019-20,Regular Season,4,PT04M40.00S,Instant Replay4th Period (10:12 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,202007.0,,,602,PT04M40.00S,598,person_id_action_number,598,4,PT04M40.00S,Foul,Shooting,Harden S.FOUL (P4.T4) (N.Buchert),Foul: Shooting,ordinary_contact_foul,Ordinary contact foul,Mapped from challenged action type and subtype.
0021900171,99,2019-20,Regular Season,1,PT05M08.00S,Instant Replay1st Period (8:25 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,1830.0,,,99,PT05M08.00S,96,person_id_action_number,96,1,PT05M08.00S,Foul,Offensive Charge,Layman Offensive Charge Foul (P1.T4) (M.Davis),Foul: Offensive Charge,ordinary_contact_foul,Ordinary contact foul,Mapped from challenged action type and subtype.
