game_id,event_num,season,season_type,period,game_clock,description,original_ruling,final_ruling,overturned,crew_chief_id,challenging_team,event_msg_type,challenge_action_number,challenge_action_clock,challenge_action_person_id,resolution_method,challenged_action_number,challenged_period,challenged_clock,challenged_action_type,challenged_action_subtype,challenged_description,challenge_raw_type,taxonomy_category,taxonomy_label,mapping_note
0022300911,518,2023-24,Regular Season,4,PT10M05.00S,Instant Replay4th Period (9:39 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,1627541.0,,,518,PT10M05.00S,515,previous_same_clock,527,4,PT10M05.00S,Turnover,Out of Bounds Lost Ball Turnover,LeVert Out of Bounds Lost Ball Turnover (P2.T11),Turnover: Out of Bounds Lost Ball Turnover,possession_boundary_adjudication,Possession/boundary adjudication,Mapped from challenged action type and subtype.
0022300912,177,2023-24,Regular Season,2,PT09M21.00S,Instant Replay2nd Period (8:17 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,1830.0,,,177,PT09M21.00S,174,previous_same_clock,173,2,PT09M21.00S,Rebound,Unknown,KNICKS Rebound,Rebound,possession_boundary_adjudication,Possession/boundary adjudication,Rebound-linked challenges usually adjudicate possession or boundary state.
0022300913,610,2023-24,Regular Season,4,PT02M46.00S,Instant Replay4th Period (10:13 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,203592.0,,,610,PT02M46.00S,608,previous_same_clock,607,4,PT02M46.00S,Rebound,Unknown,Hawks Rebound,Rebound,possession_boundary_adjudication,Possession/boundary adjudication,Rebound-linked challenges usually adjudicate possession or boundary state.
0022300915,577,2023-24,Regular Season,4,PT00M52.90S,Instant Replay4th Period (12:26 AM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,1628953.0,,,577,PT00M52.90S,575,previous_play,572,4,PT01M13.00S,Made Shot,Jump Shot,Russell 26' 3PT Jump Shot (39 PTS) (Davis 5 AST),Unknown,unknown_or_unmapped,Unknown or unmapped,Shot/free-throw linked challenge lacks enough text to infer the challenged ruling.
0022300916,376,2023-24,Regular Season,3,PT05M35.00S,Instant Replay3rd Period (11:30 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,2002.0,,,376,PT05M35.00S,374,previous_same_clock,556,3,PT05M35.00S,Turnover,Out of Bounds Lost Ball Turnover,Simons Out of Bounds Lost Ball Turnover (P3.T10),Turnover: Out of Bounds Lost Ball Turnover,possession_boundary_adjudication,Possession/boundary adjudication,Mapped from challenged action type and subtype.
0022300916,551,2023-24,Regular Season,4,PT07M59.00S,Instant Replay4th Period (11:59 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,2002.0,,,551,PT07M59.00S,549,previous_same_clock,552,4,PT07M59.00S,Turnover,Out of Bounds Lost Ball Turnover,Simons Out of Bounds Lost Ball Turnover (P5.T15),Turnover: Out of Bounds Lost Ball Turnover,possession_boundary_adjudication,Possession/boundary adjudication,Mapped from challenged action type and subtype.
0022300920,374,2023-24,Regular Season,3,PT05M58.00S,Instant Replay3rd Period (10:03 PM EST) Instant Replay Coach Challenge Ruling Stands,challenged,upheld,0,1151.0,,,374,PT05M58.00S,371,person_id_action_number,371,3,PT05M58.00S,Foul,Loose Ball,Nurkic L.B.FOUL (P2.T3) (J.Williams),Foul: Loose Ball,continuous_off_ball_monitoring,Continuous off-ball monitoring,Mapped from challenged action type and subtype.
0022300920,573,2023-24,Regular Season,4,PT01M43.00S,Instant Replay4th Period (10:47 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,1151.0,,,573,PT01M43.00S,571,previous_same_clock,574,4,PT01M43.00S,Turnover,Out of Bounds Lost Ball Turnover,Durant Out of Bounds Lost Ball Turnover (P6.T15),Turnover: Out of Bounds Lost Ball Turnover,possession_boundary_adjudication,Possession/boundary adjudication,Mapped from challenged action type and subtype.
0022300921,645,2023-24,Regular Season,4,PT05M46.00S,Instant Replay4th Period (10:46 PM EST) Instant Replay Coach Challenge Ruling Stands,challenged,upheld,0,2882.0,,,645,PT05M46.00S,642,person_id_action_number,642,4,PT05M46.00S,Foul,Shooting,Jackson-Davis S.FOUL (P3.T3) (J.Van Duyne),Foul: Shooting,ordinary_contact_foul,Ordinary contact foul,Mapped from challenged action type and subtype.
0022300923,432,2023-24,Regular Season,3,PT01M54.00S,Instant Replay3rd Period (11:40 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,201246.0,,,432,PT01M54.00S,429,person_id_action_number,429,3,PT01M54.00S,Foul,Offensive,Freeman-Liberty OFF.Foul (P3) (K.Cutler),Foul: Offensive,ordinary_contact_foul,Ordinary contact foul,Mapped from challenged action type and subtype.
0022300924,164,2023-24,Regular Season,1,PT00M34.50S,Instant Replay1st Period (3:34 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,1155.0,,,164,PT00M34.50S,161,previous_same_clock,167,1,PT00M34.50S,Rebound,Unknown,CLIPPERS Rebound,Rebound,possession_boundary_adjudication,Possession/boundary adjudication,Rebound-linked challenges usually adjudicate possession or boundary state.
0022300925,342,2023-24,Regular Season,3,PT08M06.00S,Instant Replay3rd Period (7:22 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,2534.0,,,342,PT08M06.00S,340,previous_play,339,3,PT08M22.00S,Made Shot,Driving Layup Shot,Murray 2' Driving Layup (13 PTS),Unknown,unknown_or_unmapped,Unknown or unmapped,Shot/free-throw linked challenge lacks enough text to infer the challenged ruling.
0022300926,563,2023-24,Regular Season,4,PT06M37.00S,Instant Replay4th Period (8:05 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,1627541.0,,,563,PT06M37.00S,560,previous_same_clock,592,4,PT06M37.00S,Foul,Loose Ball,Butler L.B.FOUL (P2.T4) (B.Forte),Foul: Loose Ball,continuous_off_ball_monitoring,Continuous off-ball monitoring,Mapped from challenged action type and subtype.
0022300928,542,2023-24,Regular Season,4,PT08M48.00S,Instant Replay4th Period (8:06 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,1198.0,,,542,PT08M48.00S,539,previous_same_clock,545,4,PT08M48.00S,Rebound,Unknown,MAGIC Rebound,Rebound,possession_boundary_adjudication,Possession/boundary adjudication,Rebound-linked challenges usually adjudicate possession or boundary state.
0022300929,389,2023-24,Regular Season,3,PT04M36.00S,Instant Replay3rd Period (7:35 PM EST) Instant Replay Coach Challenge Ruling Stands,challenged,upheld,0,1628953.0,,,389,PT04M36.00S,387,person_id_action_number,387,3,PT04M36.00S,Foul,Personal,VanVleet P.FOUL (P3.T4) (S.Mitchell),Foul: Personal,ordinary_contact_foul,Ordinary contact foul,Mapped from challenged action type and subtype.
0022300929,433,2023-24,Regular Season,3,PT01M44.00S,Instant Replay3rd Period (7:44 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,1628953.0,,,433,PT01M44.00S,431,previous_same_clock,467,3,PT01M44.00S,Rebound,Unknown,KINGS Rebound,Rebound,possession_boundary_adjudication,Possession/boundary adjudication,Rebound-linked challenges usually adjudicate possession or boundary state.
0022300930,302,2023-24,Regular Season,2,PT03M18.00S,Instant Replay2nd Period (8:06 PM EST) Instant Replay Coach Challenge Ruling Stands,challenged,upheld,0,2005.0,,,302,PT03M18.00S,298,previous_play,296,2,PT03M39.00S,Made Shot,Alley Oop Dunk Shot,Claxton 1' Alley Oop Dunk (12 PTS) (Schroder 4 AST),Unknown,unknown_or_unmapped,Unknown or unmapped,Shot/free-throw linked challenge lacks enough text to infer the challenged ruling.
0022300930,376,2023-24,Regular Season,3,PT08M24.00S,Instant Replay3rd Period (8:34 PM EST) Instant Replay Coach Challenge Ruling Stands,challenged,upheld,0,2005.0,,,376,PT08M24.00S,373,person_id_action_number,373,3,PT08M24.00S,Foul,Shooting,Niang S.FOUL (P2.T1) (C.Kirkland),Foul: Shooting,ordinary_contact_foul,Ordinary contact foul,Mapped from challenged action type and subtype.
0022300932,327,2023-24,Regular Season,3,PT10M36.00S,Instant Replay3rd Period (10:57 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,202035.0,,,327,PT10M36.00S,325,previous_same_clock,328,3,PT10M36.00S,Turnover,Out of Bounds Lost Ball Turnover,Reaves Out of Bounds Lost Ball Turnover (P3.T12),Turnover: Out of Bounds Lost Ball Turnover,possession_boundary_adjudication,Possession/boundary adjudication,Mapped from challenged action type and subtype.
0022300933,433,2023-24,Regular Season,3,PT00M54.80S,Instant Replay3rd Period (8:38 PM EST) Instant Replay Coach Challenge Ruling Stands,challenged,upheld,0,2002.0,,,433,PT00M54.80S,431,person_id_action_number,431,3,PT00M54.80S,Foul,Personal,Smith Jr. P.FOUL (P2.PN) (R.Acosta),Foul: Personal,ordinary_contact_foul,Ordinary contact foul,Mapped from challenged action type and subtype.
0022300934,611,2023-24,Regular Season,4,PT00M26.20S,Instant Replay4th Period (9:44 PM EST) Instant Replay Coach Challenge Ruling Stands,challenged,upheld,0,1146.0,,,611,PT00M26.20S,609,person_id_action_number,609,4,PT00M26.20S,Turnover,Step Out of Bounds Turnover,Okoro Step Out of Bounds Turnover (P2.T13),Turnover: Stepped out of Bounds,possession_boundary_adjudication,Possession/boundary adjudication,Step-out turnover mapped to possession/boundary adjudication.
0022300935,87,2023-24,Regular Season,1,PT05M03.00S,Instant Replay1st Period (8:25 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,202007.0,,,87,PT05M03.00S,84,previous_same_clock,93,1,PT05M03.00S,Rebound,Unknown,BULLS Rebound,Rebound,possession_boundary_adjudication,Possession/boundary adjudication,Rebound-linked challenges usually adjudicate possession or boundary state.
0022300936,237,2023-24,Regular Season,2,PT06M11.00S,Instant Replay2nd Period (8:51 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,2530.0,,,237,PT06M11.00S,234,person_id_action_number,234,2,PT06M11.00S,Foul,Offensive,Green OFF.Foul (P1) (I.Hwang),Foul: Offensive,ordinary_contact_foul,Ordinary contact foul,Mapped from challenged action type and subtype.
0022300936,513,2023-24,Regular Season,4,PT11M32.00S,Instant Replay4th Period (9:49 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,2530.0,,,513,PT11M32.00S,511,previous_same_clock,514,4,PT11M32.00S,Turnover,Out of Bounds Lost Ball Turnover,Sochan Out of Bounds Lost Ball Turnover (P1.T13),Turnover: Out of Bounds Lost Ball Turnover,possession_boundary_adjudication,Possession/boundary adjudication,Mapped from challenged action type and subtype.
0022300937,313,2023-24,Regular Season,2,PT00M33.10S,Instant Replay2nd Period (10:01 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,1151.0,,,313,PT00M33.10S,311,previous_same_clock,323,2,PT00M33.10S,Turnover,Out of Bounds Lost Ball Turnover,Barrett Out of Bounds Lost Ball Turnover (P2.T6),Turnover: Out of Bounds Lost Ball Turnover,possession_boundary_adjudication,Possession/boundary adjudication,Mapped from challenged action type and subtype.
0022300939,457,2023-24,Regular Season,4,PT09M22.00S,Instant Replay4th Period (9:25 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,201246.0,,,457,PT09M22.00S,454,person_id_action_number,454,4,PT09M22.00S,Foul,Offensive,DiVincenzo OFF.Foul (P2) (J.Orr),Foul: Offensive,ordinary_contact_foul,Ordinary contact foul,Mapped from challenged action type and subtype.
0022300942,250,2023-24,Regular Season,2,PT04M50.00S,Instant Replay2nd Period (9:20 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,1627541.0,,,250,PT04M50.00S,247,previous_same_clock,256,2,PT04M50.00S,Rebound,Unknown,Rockets Rebound,Rebound,possession_boundary_adjudication,Possession/boundary adjudication,Rebound-linked challenges usually adjudicate possession or boundary state.
0022300942,558,2023-24,Regular Season,4,PT05M26.00S,Instant Replay4th Period (10:31 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,1627541.0,,,558,PT05M26.00S,556,previous_same_clock,555,4,PT05M26.00S,Rebound,Unknown,SPURS Rebound,Rebound,possession_boundary_adjudication,Possession/boundary adjudication,Rebound-linked challenges usually adjudicate possession or boundary state.
0022300944,539,2023-24,Regular Season,4,PT05M26.00S,Instant Replay4th Period (12:11 AM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,202041.0,,,539,PT05M26.00S,537,previous_same_clock,540,4,PT05M26.00S,Turnover,Out of Bounds Lost Ball Turnover,Hyland Out of Bounds Lost Ball Turnover (P2.T16),Turnover: Out of Bounds Lost Ball Turnover,possession_boundary_adjudication,Possession/boundary adjudication,Mapped from challenged action type and subtype.
0022300945,614,2023-24,Regular Season,4,PT06M24.00S,Instant Replay4th Period (12:15 AM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,2003.0,,,614,PT06M24.00S,611,previous_same_clock,609,4,PT06M24.00S,Turnover,Bad Pass,Ellis Bad Pass Turnover (P1.T8),Turnover: Bad Pass,possession_boundary_adjudication,Possession/boundary adjudication,Mapped from challenged action type and subtype.
0022300946,448,2023-24,Regular Season,3,PT03M49.00S,Instant Replay3rd Period (8:40 PM EST) Instant Replay Coach Challenge Ruling Stands,challenged,upheld,0,201245.0,,,448,PT03M49.00S,444,person_id_action_number,444,3,PT03M49.00S,Foul,Offensive,Wiseman OFF.Foul (P1) (J.Williams),Foul: Offensive,ordinary_contact_foul,Ordinary contact foul,Mapped from challenged action type and subtype.
0022300946,664,2023-24,Regular Season,4,PT00M43.90S,Instant Replay4th Period (9:19 PM EST) Instant Replay Coach Challenge Ruling Stands,challenged,upheld,0,201245.0,,,664,PT00M43.90S,661,person_id_action_number,661,4,PT00M43.90S,Foul,Personal,Porter P.FOUL (P2.T4) (J.Williams),Foul: Personal,ordinary_contact_foul,Ordinary contact foul,Mapped from challenged action type and subtype.
0022300947,344,2023-24,Regular Season,3,PT10M30.00S,Instant Replay3rd Period (8:27 PM EST) Instant Replay Coach Challenge Ruling Stands,challenged,upheld,0,1628953.0,,,344,PT10M30.00S,341,person_id_action_number,341,3,PT10M30.00S,Foul,Shooting,F. Wagner S.FOUL (P4.T1) (A.Moyer-Gleich),Foul: Shooting,ordinary_contact_foul,Ordinary contact foul,Mapped from challenged action type and subtype.
0022300948,586,2023-24,Regular Season,4,PT03M15.00S,Instant Replay4th Period (9:44 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,203591.0,,,586,PT03M15.00S,583,person_id_action_number,583,4,PT03M15.00S,Foul,Offensive,DeRozan OFF.Foul (P1) (S.Mitchell),Foul: Offensive,ordinary_contact_foul,Ordinary contact foul,Mapped from challenged action type and subtype.
0022300950,432,2023-24,Regular Season,3,PT01M27.00S,Instant Replay3rd Period (9:38 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,2005.0,,,432,PT01M27.00S,429,previous_same_clock,428,3,PT01M27.00S,Rebound,Unknown,Hornets Rebound,Rebound,possession_boundary_adjudication,Possession/boundary adjudication,Rebound-linked challenges usually adjudicate possession or boundary state.
0022300952,258,2023-24,Regular Season,2,PT06M24.00S,Instant Replay2nd Period (9:25 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,1151.0,,,258,PT06M24.00S,256,previous_same_clock,259,2,PT06M24.00S,Turnover,Out of Bounds Lost Ball Turnover,Kuminga Out of Bounds Lost Ball Turnover (P3.T9),Turnover: Out of Bounds Lost Ball Turnover,possession_boundary_adjudication,Possession/boundary adjudication,Mapped from challenged action type and subtype.
0022300953,551,2023-24,Regular Season,4,PT06M05.00S,Instant Replay4th Period (11:59 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,1155.0,,,551,PT06M05.00S,548,person_id_action_number,548,4,PT06M05.00S,Foul,Offensive,Murray OFF.Foul (P3) (C.Blair),Foul: Offensive,ordinary_contact_foul,Ordinary contact foul,Mapped from challenged action type and subtype.
0022300954,249,2023-24,Regular Season,2,PT05M14.00S,Instant Replay2nd Period (10:57 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,200834.0,,,249,PT05M14.00S,265,previous_same_clock,250,2,PT05M14.00S,Rebound,Unknown,Duarte REBOUND (Off:0 Def:1),Rebound,possession_boundary_adjudication,Possession/boundary adjudication,Rebound-linked challenges usually adjudicate possession or boundary state.
0022300955,214,2023-24,Regular Season,2,PT07M40.00S,Instant Replay2nd Period (8:09 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,2530.0,,,214,PT07M40.00S,211,person_id_action_number,211,2,PT07M40.00S,Foul,Offensive,Horford OFF.Foul (P1) (E.Malloy),Foul: Offensive,ordinary_contact_foul,Ordinary contact foul,Mapped from challenged action type and subtype.
0022300958,250,2023-24,Regular Season,2,PT03M25.00S,Instant Replay2nd Period (8:58 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,2002.0,,,250,PT03M25.00S,247,previous_same_clock,256,2,PT03M25.00S,Turnover,Shot Clock Turnover,76ers Turnover: Shot Clock (T#7),Turnover: 24 Second Violation,timing_count_judgment,Timing/count judgment,Shot-clock turnover mapped to timing/count judgment.
0022300959,334,2023-24,Regular Season,2,PT01M59.00S,Instant Replay2nd Period (11:02 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,200833.0,,,334,PT01M59.00S,332,previous_same_clock,335,2,PT01M59.00S,Turnover,Out of Bounds Lost Ball Turnover,Irving Out of Bounds Lost Ball Turnover (P1.T7),Turnover: Out of Bounds Lost Ball Turnover,possession_boundary_adjudication,Possession/boundary adjudication,Mapped from challenged action type and subtype.
0022300959,642,2023-24,Regular Season,4,PT06M15.00S,Instant Replay4th Period (12:16 AM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,200833.0,,,642,PT06M15.00S,640,previous_same_clock,643,4,PT06M15.00S,Turnover,Out of Bounds Lost Ball Turnover,Hardy Out of Bounds Lost Ball Turnover (P3.T18),Turnover: Out of Bounds Lost Ball Turnover,possession_boundary_adjudication,Possession/boundary adjudication,Mapped from challenged action type and subtype.
0022300961,567,2023-24,Regular Season,4,PT05M56.00S,Instant Replay4th Period (9:02 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,2882.0,,,567,PT05M56.00S,564,person_id_action_number,564,4,PT05M56.00S,Foul,Shooting,Bertans S.FOUL (P2.T3) (S.Wright),Foul: Shooting,ordinary_contact_foul,Ordinary contact foul,Mapped from challenged action type and subtype.
0022300962,252,2023-24,Regular Season,2,PT06M33.00S,Instant Replay2nd Period (7:50 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,202041.0,,,252,PT06M33.00S,248,previous_same_clock,314,2,PT06M33.00S,Foul,Shooting,Fontecchio S.FOUL (P2.T3) (K.Lane),Foul: Shooting,ordinary_contact_foul,Ordinary contact foul,Mapped from challenged action type and subtype.
0022300963,473,2023-24,Regular Season,3,PT00M11.00S,Instant Replay3rd Period (9:23 PM EST) Instant Replay Coach Challenge Ruling Stands,challenged,upheld,0,202007.0,,,473,PT00M11.00S,471,person_id_action_number,471,3,PT00M11.00S,Violation,Defensive Goaltending,Isaac Violation:Defensive Goaltending (S.Mitchell),Violation: Defensive Goaltending,possession_boundary_adjudication,Possession/boundary adjudication,Mapped from challenged action type and subtype.
0022300964,150,2023-24,Regular Season,2,PT11M39.00S,Instant Replay2nd Period (8:37 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,202056.0,,,150,PT11M39.00S,148,previous_same_clock,147,2,PT11M39.00S,Rebound,Unknown,PELICANS Rebound,Rebound,possession_boundary_adjudication,Possession/boundary adjudication,Rebound-linked challenges usually adjudicate possession or boundary state.
0022300965,528,2023-24,Regular Season,4,PT07M05.00S,Instant Replay4th Period (10:28 PM EST) Instant Replay Coach Challenge Ruling Stands,challenged,upheld,0,1204.0,,,528,PT07M05.00S,525,person_id_action_number,525,4,PT07M05.00S,Foul,Shooting,Watson S.FOUL (P3.T2) (J.Van Duyne),Foul: Shooting,ordinary_contact_foul,Ordinary contact foul,Mapped from challenged action type and subtype.
0022300966,259,2023-24,Regular Season,2,PT06M20.00S,Instant Replay2nd Period (10:23 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,1628951.0,,,259,PT06M20.00S,256,person_id_action_number,256,2,PT06M20.00S,Foul,Offensive Charge,Sensabaugh Offensive Charge Foul (P1) (R.Acosta),Foul: Offensive Charge,ordinary_contact_foul,Ordinary contact foul,Mapped from challenged action type and subtype.
0022300967,130,2023-24,Regular Season,1,PT02M02.00S,Instant Replay1st Period (5:29 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,1155.0,,,130,PT02M02.00S,128,previous_same_clock,167,1,PT02M02.00S,Turnover,Out of Bounds Lost Ball Turnover,Thompson Out of Bounds Lost Ball Turnover (P1.T3),Turnover: Out of Bounds Lost Ball Turnover,possession_boundary_adjudication,Possession/boundary adjudication,Mapped from challenged action type and subtype.
0022300969,250,2023-24,Regular Season,2,PT05M04.00S,Instant Replay2nd Period (7:53 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,101284.0,,,250,PT05M04.00S,248,previous_same_clock,254,2,PT05M04.00S,Rebound,Unknown,76ERS Rebound,Rebound,possession_boundary_adjudication,Possession/boundary adjudication,Rebound-linked challenges usually adjudicate possession or boundary state.
0022300969,611,2023-24,Regular Season,4,PT02M24.00S,Instant Replay4th Period (9:15 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,101284.0,,,611,PT02M24.00S,608,previous_play,607,4,PT02M25.00S,Rebound,Unknown,Reed REBOUND (Off:5 Def:1),Rebound,possession_boundary_adjudication,Possession/boundary adjudication,Rebound-linked challenges usually adjudicate possession or boundary state.
0022300970,512,2023-24,Regular Season,4,PT09M53.00S,Instant Replay4th Period (8:53 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,1830.0,,,512,PT09M53.00S,510,previous_same_clock,514,4,PT09M53.00S,Turnover,Out of Bounds Lost Ball Turnover,Banton Out of Bounds Lost Ball Turnover (P5.T15),Turnover: Out of Bounds Lost Ball Turnover,possession_boundary_adjudication,Possession/boundary adjudication,Mapped from challenged action type and subtype.
0022300970,584,2023-24,Regular Season,4,PT03M51.00S,Instant Replay4th Period (9:09 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,1830.0,,,584,PT03M51.00S,581,previous_same_clock,596,4,PT03M51.00S,Rebound,Unknown,PELICANS Rebound,Rebound,possession_boundary_adjudication,Possession/boundary adjudication,Rebound-linked challenges usually adjudicate possession or boundary state.
0022300972,539,2023-24,Regular Season,4,PT08M04.00S,Instant Replay4th Period (10:00 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,2534.0,,,539,PT08M04.00S,536,previous_same_clock,544,4,PT08M04.00S,Rebound,Unknown,Thunder Rebound,Rebound,possession_boundary_adjudication,Possession/boundary adjudication,Rebound-linked challenges usually adjudicate possession or boundary state.
0022300972,552,2023-24,Regular Season,4,PT07M45.00S,Instant Replay4th Period (10:04 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,2534.0,,,552,PT07M45.00S,550,previous_same_clock,549,4,PT07M45.00S,Rebound,Unknown,Thunder Rebound,Rebound,possession_boundary_adjudication,Possession/boundary adjudication,Rebound-linked challenges usually adjudicate possession or boundary state.
0022300973,629,2023-24,Regular Season,4,PT01M50.00S,Instant Replay4th Period (10:44 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,2714.0,,,629,PT01M50.00S,625,previous_same_clock,624,4,PT01M50.00S,Rebound,Unknown,Warriors Rebound,Rebound,possession_boundary_adjudication,Possession/boundary adjudication,Rebound-linked challenges usually adjudicate possession or boundary state.
0022300973,640,2023-24,Regular Season,4,PT01M48.00S,Instant Replay4th Period (10:51 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,2714.0,,,640,PT01M48.00S,636,previous_same_clock,642,4,PT01M48.00S,Turnover,Step Out of Bounds Turnover,Green Step Out of Bounds Turnover (P2.T7),Turnover: Stepped out of Bounds,possession_boundary_adjudication,Possession/boundary adjudication,Step-out turnover mapped to possession/boundary adjudication.
0022300974,139,2023-24,Regular Season,1,PT01M39.00S,Instant Replay1st Period (10:04 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,2530.0,,,139,PT01M39.00S,137,previous_same_clock,136,1,PT01M39.00S,Rebound,Unknown,JAZZ Rebound,Rebound,possession_boundary_adjudication,Possession/boundary adjudication,Rebound-linked challenges usually adjudicate possession or boundary state.
0022300974,296,2023-24,Regular Season,2,PT02M01.00S,Instant Replay2nd Period (10:33 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,2530.0,,,296,PT02M01.00S,292,person_id_action_number,292,2,PT02M01.00S,Foul,Shooting,Garza S.FOUL (P1.T4) (P.Fraher),Foul: Shooting,ordinary_contact_foul,Ordinary contact foul,Mapped from challenged action type and subtype.
0022300974,319,2023-24,Regular Season,2,PT00M40.20S,Instant Replay2nd Period (10:37 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,2530.0,,,319,PT00M40.20S,317,previous_same_clock,324,2,PT00M40.20S,Turnover,Out of Bounds Lost Ball Turnover,Sensabaugh Out of Bounds Lost Ball Turnover (P2.T11),Turnover: Out of Bounds Lost Ball Turnover,possession_boundary_adjudication,Possession/boundary adjudication,Mapped from challenged action type and subtype.
0022300975,356,2023-24,Regular Season,3,PT08M13.00S,Instant Replay3rd Period (11:38 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,1626302.0,,,356,PT08M13.00S,349,previous_same_clock,348,3,PT08M13.00S,Rebound,Unknown,KINGS Rebound,Rebound,possession_boundary_adjudication,Possession/boundary adjudication,Rebound-linked challenges usually adjudicate possession or boundary state.
0022300975,475,2023-24,Regular Season,3,PT00M07.80S,Instant Replay3rd Period (12:00 AM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,1626302.0,,,475,PT00M07.80S,474,previous_play,472,3,PT00M11.10S,Rebound,Unknown,Knicks Rebound,Rebound,possession_boundary_adjudication,Possession/boundary adjudication,Rebound-linked challenges usually adjudicate possession or boundary state.
0022300978,632,2023-24,Regular Season,4,PT04M16.00S,Instant Replay4th Period (5:43 PM EST) Instant Replay Coach Challenge Ruling Stands,challenged,upheld,0,1627541.0,,,632,PT04M16.00S,629,person_id_action_number,629,4,PT04M16.00S,Foul,Shooting,Exum S.FOUL (P1.T2) (T.Ford),Foul: Shooting,ordinary_contact_foul,Ordinary contact foul,Mapped from challenged action type and subtype.
0022300979,453,2023-24,Regular Season,3,PT01M10.00S,Instant Replay3rd Period (7:49 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,203592.0,,,453,PT01M10.00S,435,person_id_action_number,435,3,PT02M47.00S,Foul,Personal,Ramsey P.FOUL (P1.PN) (S.Foster),Foul: Personal,ordinary_contact_foul,Ordinary contact foul,Mapped from challenged action type and subtype.
0022300980,489,2023-24,Regular Season,3,PT03M09.00S,Instant Replay3rd Period (7:52 PM EST) Instant Replay Coach Challenge Overturn Ruling,challenged,overturned,1,2004.0,,,489,PT03M09.00S,486,previous_same_clock,485,3,PT03M09.00S,Rebound,Unknown,Celtics Rebound,Rebound,possession_boundary_adjudication,Possession/boundary adjudication,Rebound-linked challenges usually adjudicate possession or boundary state.
